"User Name","Comment Date","Full Comment"
"ineto6","April 2001"," Lexus/Nissan commercials... actually, both of them took place - the ball bearings running along the gaps around the car and the vibration of the engine with the champagne glasses. Nissan marketing copied both for the ""new"" Altima. I like the Camry commercial where the guy thought that ""chics dig it"". "
"bdreggors","April 2001"," It's a cute commercial, playing on the Camry's bland side. "
"wishbone2001","April 2001"," The print ads for the 2002 Subaru WRX say, ""We're not introducing it. We're unleashing it."" Very poignant.The 3 tv ads communicate the spirit of rally driving on country roads, and the exhilirating power of the WRX in any condition. These are some of the best car ads I have seen. As they say at the end of one of the ads...""you can't touch this""Very well done, Subaru. "
"PF_Flyer","April 2001"," I wasn't crazy about the SuperBowl commercial with the car stuck in the tree. I thought it was semi-clever at best!PF FlyerHostPickups & News and Views Message Boards "
"ls1v8","April 2001"," If the car would have fallen on the marketing vp of VW or Dalmier(who copied the spot later on.)Cars are always falling out of trees here where I live. "
"tincup47","April 2001"," Interesting article on Auto ads http://www.auto.com/industry/goodcarad17_20010417.htm "
"jkidd2","April 2001"," The new Frontier commercial where it breaks through the glass ROCKS! "
"kostamojen2","April 2001"," Ya, the WRX commercials are the best car commercials on the Air right now... Mostly cause its just the car FLYING around realistically with REALLY cool sound effects What more do you want?  "
"ineto6","April 2001"," Gotta love that Nissan Maxima commercial "
"abbanat","April 2001"," Nissan has got it with their truck ads. I even liked the ""Dogs love trucks"" ad. "
"PF_Flyer","April 2001"," With visions of those Nissan ""Enjoy the ride"" commercials running through my brain, I thought... why not pick the best car commercials/ads of all time? (We can start on the postive side and get to the Clunker Awards after)So let's throw open nominations for Best Car Ad/Commercial ever...The GI Joe/Barbie ad ranks right up there for me... and I recall (I think it was) a Duster TV spot from the 70's where a guy's mother is talking about the car with the ""torsion barbers for the superspension""...LOLBut it should be intersting to see what everyone thinks!PF FlyerHostPickups & News and Views Message Boards "
"ineto6","April 2001"," Giving me some flashbacks to those old Mazda commercials - ""Just one look"" - yeah, I'll nominate those.I also nominate the car ads with Janine Turner  "
"tincup47","April 2001"," ""Dogs love trucks"" commercials, Dogs didn't buy the trucks (and neither did their masters). "
"abbanat","April 2001"," No commercial has ever made me buy a vehicle. Their only purpose is to create an image and let consumers know the vehicles exist. I never understood why Nissan trucks haven't sold as well as Toyota. They seem like good trucks, though I don't know that much about them. "
"ls1v8","April 2001"," Where it is stomped flat by a large shoe. It slowly does a ""Christine""... tire by tire, and shakes it off. Then continues to do figure eights on a white background.!! Forgot the tagline now. But it was memerable.My favorite ever is, and GM only aired it a handfull of times, the New 1998 Firebird Trans Am spot. It devorours an exotic car at a stop light...then Burps.! Didn't help sell any F-cars either. But it made me buy one! "
"jkidd2","April 2001"," Is the VW Jetta add with the couple putting the tape in while driving through the French Quarter and every thing around them moves to the beat of the music. ""That was weird""....There was a long and short version of the commercial. They rarely showed the longer version, but it was really coolI also liked the ""Da-da-da"" Golf commercial.Neither made me want to run out and buy a VW though. "
"roadroach","April 2001"," Remember the old ""black bird"" commercials ('97?)for the TA before the one where it devours the red Lotus (?) at the light?I took part of in focus group for the marketing firm doing the new TA commercial for Pontiac in '98. They showed us three commercials: one was a continuation of the ""black bird"" theme and completely forgetable. The second was a takeoff on the ""Godzilla"" theme which was big at the time (tag line was something like ""size DOES matter""). We thought it was kinda stupid. The third commercial was a lone TA at a light in the middle of nowhere. TA just sits there idleing ominously (rumparumparumpa) with the driver drumming his fingers on the wheel. Gooses the throttle (ROOOOMMPAAAAA rumparumparumpa ROOOOMMMMPAAAA). Light goes green and....well, you can guess the rest.We voted for number 3. I think the TA eating the red exotic at the light grew out of that one.... "
"ls1v8","April 2001"," ""Almost Scary"" 1998 (SuperBowl Ad)http://www.commercial-archive.com/data/p/pontiac00.html It was the pedicessor to the burp. But looks like the one your focus group saw before the final edits! "
"roadroach","April 2001"," Pretty close. The one we saw didn't have the voice over. The tag line(""muscle car lives..."" etc) appeared as text at the bottom of the screen. The ONLY sound was that of the car. No announcer.....none of that ""boo"" junk.....just exhaust noise.Every guy in there kept wanting to crank up the sound on the TV. It almost sounded like a commercial for flowmasters....8^) "
"chevytruck_fan","April 2001"," I just saw the latest CRV ad, the expect to sell cars with these ads? If its suppose to make a brand image they shure did it, boring.For cadillacs turnaround with their new products they should bring back Cadillac style theme song. What do you think? "
"lemko","April 2001"," Dinah Shore's ""See the USA in your Chevrolet!"" That was a very catchy, confident and powerful jingle. I sometimes catch myself whistling it from time to time. I've heard it used in recent Chevy commercials, but it is too muted with a male country-western voice. I wouldn't mind hearing it sung by, say Whitney Houston or Aretha Franklin, in a manner reminicent of Dinah Shore's style. "
"ls1v8","April 2001"," can sell more cars than any media ad campaign.  "
"roadroach","April 2001"," You mean like Smoky and the Bandit?8^) "
"ineto6","April 2001"," Yeah, kinda like that new movie to be released.. The fast and The furious - makes kids/kids-at-heart want to buy fancy sports/sporty cars. Just like Top Gun made some kids want to join the Navy/Air Force "
"hiwaysanity","April 2001"," get back aboard just one more time to watch a launch/recovery cycle. "
"ls1v8","April 2001"," ""And don't go home, and don't go to eat, and don't play with yourself. It wouldn't look nice on my highway.""The only Carrier I was ever on/in was the Lexington. I was pulling 12 hour shifts. 6 pm to 6 am working in the engine/Boiler room. (Civilian contractor) Late at night, I would head up to the flight deck, from the bowls of that old WWII vessel. The ghosts and history of that place was humbling. "
"ineto6","April 2001"," Now I am reminded of a few car commercials featuring jet fighters... not the most memorable, but fun to watch nevertheless.I am not sure that I would want to live on a carrier.. maybe just be on there long enough to watch some arrivals and departures... F-18 or F-14 would be nice. "
"bdreggors","April 2001"," Seeing a commercial once for a French car where it was catapulted alongside a Dassault Super Entendard. I forget what make/model and the actual punchline of it, but the skeleton of it is there! "
"lemko","April 2001"," Jet fighter commercials were big in the 1950s. I recall seeing a 1956 Dodge television ad with jet fighters prominently featured. The Thunderbird was once featured with stock footage of the Air Force Thunderbirds. I think SAAB had a commercial with a jet fighter a few years ago. "
"ls1v8","April 2001"," sabre jets!  "
"lemko","April 2001"," For some reason, the commercial for the Subaru WRX appeals to me. I'm hardly a fan of subcompact foreign sedans, but that commercial makes the WRX appear to be a lot of fun!The commercial makes the WRX look like a good contender to the BMW 3-Series. At $22K, it's a real bargain. I don't know how practical it would be for daily commuting, but it sure looks fun as a weekend toy. "
"blarg1","April 2001"," Have you driven a ford latelyThen you don't know what you're missing...Car in the screen was a mid 80's Tempo.I am still looking for a Ford Lately. Is that some English Ford inflicted on the Canadians?English Ford Perfect, was this a pos? never been to England to see for meself. It must be perfect? "
"ajvdh","April 2001"," Prefect, not perfect. A prefect is ""A high administrative official or chief officer"". The fact that the Brits considered this a passable name for a car yet again reinforces the validity of the phrase ""Two countries divided by a common language.""Ford Prefect was also the name of a character in ""Hitchhikers Guide to the Galaxy."" "
"blarg1","April 2001"," Thanks for the clarification. I remember the book, the character was an alien trying to infiltrate Earth, and he picked a common name of the dominant species. Nothing edgy about ""John Smith"". "
"lemko","April 2001"," Is the one with Paul Hogan playing Crocodile Dundee as his neighbor shows him his new SUV that turns out to be a modified school bus! "
"ineto6","April 2001"," so says the Mitsubishi commercials.... I kinda like the new Eclipse commercial - all the lights, the music, the people who drive the Eclipse  "
"ryanbab","April 2001"," Ill take a chevy playing or working in the mudd any day "
"countsmackula1","April 2001"," Well, let's see........the Mitsubishi commercials are very much like their cars-- all show and no go!And that guy saying something along the lines of ""inside your head a little voice is saying I'm better than you are!"" I'd stomp that guy just for the way his voice sounds.. No joke!! Toyota ads are very annoying, especially the Toyotathons! The Chevy ads just make it seem like that the only reason to buy one is that they won't break down! And the Chevy trucks are made only for the mountain man who bulldozes dirt into it daily, they'd have you believe! That's probably why all the rednecks around here buy those ugly GM cars and trucks. One commercial I actually have fond memories of is the Subaru commercials back in the early 80's ---""Subaruuuuuuuuuuu...we're goin places in the South!"" Anybody out there remember those?!! They were cool,( maybe because I was six or eight years old). Oh yeah--- one more thing. I agree that local dealers should NOT try to feature their own salesman on TV to advertise their products: Ahem -do you hear me, Bill Gatton Chevrolet, Wallace Mitsubushi?!!!! Sound byte: ""Her at walluce mitsabishe(pronounced this way, bear with me) we got low low priaces, and we ain't gonns be beat. Yore job is yore credit. Fer only one ninty fave per munth, you kin drave this E-clipse wid ur(air) CD, V-6"". It's pitiful , dude sounds like he snorted 25 lbs of Nasalcrom! "
"ryanbab","April 2001"," ""That's probably why all the rednecks around here buy those ugly GM cars and trucks""UGLY????????????? "
"andre1969","April 2001"," ...where the young guy is driving an early 90's LeSabre, and some hot young women pull up beside him to get his attention. He thinks they're attracted to him, until...""Excuse me, Sir? Could you tell us how to get back on the interstate?""Then he feels like a loser for driving an old man's car and getting called ""sir!""-Andre "
"jkidd2","April 2001"," Until Chevy played ""What you need"" a billion times an hour during prime time. "
"abbanat","April 2001"," ""SAKES ALIVE!! Only Mazda's got a sporty truck for just Fifty Seven......Ninety Five!"" "
"chevytruck_fan","April 2001"," I'm a redneck and proud of it,this is real smart on Chevrolets part cause they have always pandered to the rednecks, thats why in agriculture areas Chevrolets are the number 1 trucks.lol "
"bdreggors","April 2001"," lol...for every redneck out there, there are at least two soccer moms in SUVs ;-)Latest local commercial for Stadium Nissan in Tampa:""You can get this loaded '95 Olds Cutlass Ciera for $8520!"" car speeds away, another car follows it and stops in front of the camera ""This '94 Frontier crew Cab...etc."". Kinda lame, but catchy.I like the new Century ad and apparently Buick's new tagline of ""Its all good."" "
"chevytruck_fan","April 2001"," well everyone one likes the west, cowboys, hicks, horses cows....look at Marlboro their whole brand was built around a cowboy image, most people that smoke marlboros don't listen to country music lolI don't know what I think about the Buick commercial, pretty original it seems though. "
"lemko","April 2001"," There are a few jingles from car commercials I remember as a kid and teen that most have probably forgotten:""Chevrolet - Building a Better Way to See the USA"" for 1972 Chevrolet lineup.""That's why the lady drives a Scamp"" for early '70s Dodge Scamp hardtop.""Small Fury - The Car a Lot of People Have Been Waiting For"" - for 1975 Fury midsize.""It's like nobody else's car"" - for 1977 Mercury Cougar. ""We are driven!"" - for late 70s Datsun.""We make it simple"" - for early 80s Honda. "
"ryanbab","April 2001"," you talking about me?Well i dont live on a farm. And i do play basketball.So i guess i am a ""suburban redneck?"" "
"andre1969","April 2001"," ...here in Maryland, but do you guys and gals in other regions get the commercials for local car dealers and insurance companies where they have people attempting to rap and dance?I remember this one from the late 80's for an insurance agency that had a bunch of stock footage from a demolition derby from the 50's or 60's in washed-out film stock, and the voice-over was rapping ""You want insurance quick..at a affordable price...'cuz they're kind understanding...and Down right nice"". Try to spit a lot when you rap to it, and you'll get the idea.We have a local Fox dealership that tends to rap a bit too much, as well!-Andre "
"ryanbab","April 2001"," yep we have lantern man and eagle man insurance. Very cheesy commercials. (those of you in the chicagoland area can verify this)Also get some dealerships advertising on cable. They are nice commercials though. SHow their dealership and usually the owner/manager talk. No rapping or anything just showing cars. "
"ineto6","April 2001"," but Pennzoil has some funny ones... the latest one being the guy being dragged to a treadmill. They kept start and stop the mill - what a riot. "
"ineto6","April 2001"," where the guys drove in one and the girls drove in another - the guys waved to the girls - all of them got out and the guys were about 5 inches shorter than the girls - ouch ! "
"bornagain","April 2001"," Anybody see the new Ford Mustang ""Made you look"" commercial?? Two guys walking down the street pass a real babe and hardly notice but when they pass a new red Mustang, they keep walking but their HEADS turn backwards so they can keep checking it out! Then the caption ""Made you look"". Pretty funny really. "
"ludacris","April 2001"," i like the new maxima commercial with the ""doo do doo do do"" song, i dont know what the name is, just those same words over and over. and the car is watching the sunset, once the sun goes below the horizon the car blasts off and stops again and the car again is watching the sun set. made me proud to have a Max in the family ; )i also liked that CRV commercial with the skiers...that makes me smile everytime i see it. i think i may be going crazy but im starting to like the azteks styling (my lil sis always has) and consequently im liking the commercials more because its the only time i get to see azteks. i live in LA, car city, and ive seen 3 Azteks on the road lol...guess those X-terras took southern cali...oh and one more thing, where the hell did all this redneck pride come from?!? i was watching MTV and they had this thing on NASCAR racing. they interviewed fans and they were the biggest, scariest rednecks ive ever seen. confederate flags flying, n word comin out of all their mouths. they said things i never thought id hear...pretty scary stuff.. "
"jkidd2","April 2001"," Suzanne Vega is the singer of the song in the Maxima add. She is a folk singer that comes out with a pop song every so once in a while that makes the charts. I like that commercial too.Redneck pride? You gotta be from the South to understand it. Don't believe every thing you see or hear on MTV...they and most of their programming are the biggest hippocrits in the world. Ever listen to some of the things the guy's from ""Jackass"" say to each other? The don't seem to be watching those ""Stop the Hate"" MTV programs..... "
"kostamojen2","April 2001"," You think thats bad, watch TNN during the commercials and see all those ""Pop"" spots... "
"jkidd2","April 2001"," has gone down the tube....I hate those ""pop"" commercials....I think its their attempt to attract a ""younger"" crowd and distance themselves away from their roots.They still have some of the best car/truck shows on the weekends. HGTV should take those shows over and start calling itself ""Home & Garage Television""! "
"ban1","April 2001"," I only watch it for the Dukes of Hazzard marathons. Good stuff. "
"chevytruck_fan","April 2001"," They are trying to leave their redneck base for a more progressive base.....booooI like the Dukes, the Real McCoys, though I haven't seen them on there for a while. While it was on it was my favorite show. Now Its in the heat of the night.You guys haven't seen bad insurance till you have seen ""Verne Funk"" honest that is the company name. he comes on the commercial in some 70's jumpsuit then says ""honk when you see...vern funk"" or something like that. It is sooo patheticI hate that acura tl commercial going to the jazz festival, I can like some jazz, but I can't stand those women that go boo pop bop badu bee bop...I' mean it actually sends chills up my spine.Hey the rebel flag and redneck pride have nothing to do with racism, why do people have to associate that with it. As charlie daniels says ""what most people call a redneck ain't nothin but a working man"". "
"jkidd2","April 2001"," You really, really need to move to Texas. There is a bumper sticker down here, that you could put on your truck. Says: ""I wasn't born in Texas, but I got here as fast as I could!"" "
"ban1","April 2001"," I ain't askin' nobody for nothing If I can't get it on my own and If you don't like the way I'm livin' You can just leave this long haired country boy alone.Some famous dude said it first though. Dad wasn't too original. Profound. But not original. "
"goonar","April 2001"," Hey folks:Love the posts I read but couldn't read them all. I have a question...Does anyone know the title and the artist to sings/performs the song in the Volvo V70 commercial where the father is racing back and forth between his son's swim meet and his daughter's soccer game?Any help would be much appreciated.Thanks.David "
"wishnhigh1","April 2001"," ""what most people call a redneck ain't nothin but a working man"" naww, to me, a redneck is someone who is making a living off of other working men. a la welfare. "
"lancerfixer","April 2001"," It helps, too, if as Jeff Foxworthy said, they've got a home that is mobile and four cars that aren't. "
"bornagain","April 2001"," Hmmmm...can you hum a few bars??? "
"robertr","April 2001"," I don't know if its a national or local commercial, but here on the radio the volume goes up and the announcer screams ""Do you have a job?"" ""Do you have a hundred ninety-nine dollars?"" ""Do you want a new car?"" Annoys and irritates me everytime I hear it. I think the next line should be ""I sure as heck don't want a KIA"". Also dislike the KIA SUV commercial showing the idiot woman going off road to steal a parking space. The other day I saw their new Maxima ripoff on the road for the first time ridiculously badged some alphabet soup name like XG300GL(?). I wish they would keep Korean cars and the commercials for them in Korea. With the image both the cars and commercials convey, I can't imagine why anyone would want to drive one except price. "
"windowphobe6","April 2001"," Actually, that's a Hyundai, but since Hyundai is Kia's single largest stockholder - well, you get the idea. "
"robertr","April 2001"," there were letters both before and after the number, a total of at least 6 characters, and they were all together on the nameplate in the same size and style of lettering like ""XG300L"". Six characters without spelling anything seems silly, LOL. I can't think of any other CAR names like this, can you? A fictitious truck nameplate example would be ""F150GT"". Hey, doesn't Edmunds have another discussion on car names, anyway? LOL. "
"ineto6","April 2001"," where some young people were in a hatchback... forgot the car model... the driver parked in a tight space so they had to crawl out of the rear door. "
"abbanat","April 2001"," ""where some young people were in a hatchback... forgot the car model... the driver parked in a tight space so they had to crawl out of the rear door. ""Ford Focus. "
"misse","April 2001"," that shakes like a labrador retriever pup and splatters owners, house,... with mud. Sorry, I am the mother of 2 and appreciate seeing someone else's mess now and then. "
"blarg1","May 2001"," the rustproofing guys had a car that when the driver's door closed the car crumbled and colapsed. either get ziebart or close your doors a little more gently.They also had one where they staged a funeral, complete with crying widow and orphan. They were burying a caddy, I think. "
"ban1","May 2001"," as they say Life imitates art! "
"ineto6","May 2001"," thanks abbanat.Yeah, I like that Jeep commercial, too. Pretty good fx. "
"bdreggors","May 2001"," The new commercial for the Explorer is kinda ironic. If I were Nature, I sure wouldn't rejoyce over another iteration of the Explorer. "
"ryanbab","May 2001"," Im not totally sure on this but isnt the recall only on the trailblazers??? "
"ryanbab","May 2001"," I wasnt sure if they were also recalled. I know One of the local dealers has almost 30 trailblazers on their back lot. Crazy thing saturday afternoon i seen one driving around. I wanted to go tell the guy to stop driving it. "
"ryanbab","May 2001"," i think its minor. They dont want to have it end up like the firestone/ford situation.Act before its to late you know. Im glad they didnt ignore it. "
"ineto6","May 2001"," the commercial was a few years ago where the car came out of the sea like a shark... good fx "
"blarg1","May 2001"," Its too small, not a keeper. It isn't just slow, it's deadSaw this last nightCar alarm going off, so someone drops a couch on a contour and crushes it, turning off the alarm "
"ryanbab","May 2001"," seen the same commercial while watching boot camp and it was on again during the 9pm fox news "
"bdreggors","May 2001"," It's for the Reeses Crunch candy bar. It's pretty funny though. I have wanted to do that so many times to cars in parking lots. "
"ravvie4me","May 2001"," those new Toyota ""We're looking for a new spokesperson"" ads are so annoying (""10 cupholders? I hope it comes with a port-a-potty!!""). And this coming from a TOYOTA fan, you know it gotta be bad! God I miss that TV Guy!!!Also, those Nissan ""best I ever had"" ads aren't too great either. And those Ford ""get ready 'cause here I come!"" make me want to run and hide!The latest round of Mitsu ads are pretty good, especially the Eclipse one that ends with ""Wire it up, Baby!"". Those are pretty cool. "
"andre1969","May 2001"," ...I just saw that commercial where they drop a couch on a Contour to shut its alarm off, thought I'd mention it on here, but you guys have beat me to it! Actually it's a Snickers commercial.I am curious though...would dropping a couch on a Contour like that really cause that much damage?? I mean, I've seen cars sat on top of each other in junkyards that didn't cause that much crushing, but then, they weren't dropped from a height, either!-Andre "
"jkidd2","May 2001"," Has some of the most hilarious commercials...I love the one with the guy in the jet pack...and the one with the Lincoln Town Car with aromatherapy candles....Very clever and funny too! "
"pks1","May 2001"," commercials are the funniest only because they are so dumb. ex Who's car is that in the drive way? It's your Frank . It is isnt it... how dumb but funny wonder whats next for kia commercials. Oh who's car are we driving. Its ours Frank . It is isnt it. "
"blarg1","May 2001"," a kia is placed in a car crusher, crushed, then shredded. the owner then puts the mess on a flat bed and takes it back to the dealer. the service manager writes up a repair order, listing all the crushed and shredded parts. stamps in big red letters, ""WARRANTEE REPAIR"" on the bottom of the 47 page bill.the next day flashes on the screen, and we see a smiling owner getting into his perfectly repaired kia, and the service manager waving and smiling. as the camera moves around the leach, er i mean service dude, we see that he has his fingers crossed behind his back. "
"serpentki","May 2001"," I liked the older Kia ads, pizza delivery guys, tagging along with a Corolla for 100k then 200k miles, etc. They don't mind poking a little fun at their own product.I appreciated the humor in their ads. So when it came time to consider purchasing a new commuter car I gave Kia the benefit of the doubt, and have now owned two Kias and love them both.I was not comfortable with buying ANY econo-car, but it is what I needed at that time for my long commute. I never showed-off the econo Kia to my friends, yet I thought the car and the price were great. It just wasn't the upscale car I was used to driving.OK, now Kia introduced the Optima. I liked my little Kia enough to check out the new lux-sedan, then bought one. The Optima I DO show-off. I got a chuckle the first time a friend asked if that was my car in the driveway. ""Yesssss, it is, isn't it!"" -SK "
"davem2001","May 2001"," was the one from Suburu that said it had ""unibody construction, just like a Volvo"". Ummm...almost all modern cars are unibody. Yeah, it has 4 tires ""just like a Volvo"" and it has an engine ""just like a Volvo"" and it has a steering wheel, ""just like a Volvo"", too. Big deal! I remember a co-worker of mine talking about a Suburu and saying something like - ""it has a special saftey body, just like a Volvo"". It just annoyed me. "
"andre1969","May 2001"," was actually a Chrysler trademark, dating back to 1960! Unitized construction was around before then (the 1958-1960 Lincolns, for example, and I'm sure many cars before that), but I think Chrysler was actually the first to coin the term ""Unibody"".So tell your friend that his Subaru is also just like a 41 year old Chrysler!!-Andre "
"jkidd2","May 2001"," I liked those commercials that had the guy, he appeared to be a New Jersey, Italian type that always looked @ the others in the commercials as fools....thought those commercials were funny.I hate this new guy in the Optima commercials....I hit the remote the minute one comes on. "
"lemko","May 2001"," Unit bodies go back to late 40s/early 50s Nash Airflytes and Hudsons. Some European manufacturers may have had them in the 30s, perhaps Citroen. "
"fischda","May 2001"," Advertising Age, a trade magazine, reviewed car commercials and gave high marks to the VW Golf commercial with the two guys who picked up the old chair off the street then ditched it because it smelled, all to the background music of some German song, ""Da, da, da.."" I liked that commercial, but Ad Age called the two guys, whom I thought to be roommates, ""ambiguously gay."" That was funnier than the commercial to think an advertising trade would label two actors in a car commercial like that.Now we have the new Hyundai Tiburon commercial with the two guys in the new car wanting to open it up on a twisty mountain road, but they're stuck doing 20 behind a line of RV's. One dude finally falls asleep on the driver's shoulder who disgustingly pushes his head away - funny! Are those guys ambiguously gay?! "
"lemko","May 2001"," ...with that logic, the two guys from Route 66 would be ambiguously gay too. Of course that new commercial with Popeye and Bluto is dancing on the razor's edge of homosexuality. "
"jkidd2","May 2001"," I always thought something was going on with those two!What next, Fred and Barney? "
"fischda","May 2001"," Hasn't he kisses Yosemite Sam and Elmer Fudd on the lips? And Bugg's penchant for cross dressing is well documented!! "
"ajvdh","May 2001"," Geez, he's just in touch with his femenine side. "
"ineto6","May 2001"," Bad Spinach "
"crkeehn","May 2001"," An older man and a youth (I'll call them Father/Son because that is the way they act.) are riding in the Chrysler Sebring. The Son is driving. The father is touting the various features of the Sebring, and as he mentions them, the son trys them out. Then the father mentions the crash test results of the car, realizes what he just said and gets a horrified look on his face. "
"ineto6","May 2001"," oh yeah... that's a pretty good one. "
"ineto6","May 2001"," oh yeah.. I am reminded of the Civic commercial where the guy is talking on the cell phone at a stoplight next to a bus full of school kids. He gave the kids a weird face because they kept yelling and annoying him. "
"davem2001","May 2001"," That show the old Quattro rally car from the mid 80s. "
"ineto6","May 2001"," yeah, Audi has pretty darn good AWD system back then - RWD backers had a ball, but they couldn't keep up in bad conditions. "
"dpwestlake","May 2001"," Why to the commercials for Japanese sport sedans always seem to show the car sliding sideways, usually with the ""kids don't try this at home"" disclaimer?I wouldn't want a sport car that broke loose like that! "
"ineto6","May 2001"," Car sliding is pretty cool to watch, but kids will try anything for a cheap thrill... errr.. true for some adults too.Then again, the Chevy Tracker commercial about the guy trying to tow an 18-wheeler... yeah, that happens - then they started to put the disclaimer - consult your manual.... "
"davem2001","May 2001"," Two couples are going camping, one driving a Suzuki and the other has a CR-V. The Suzuki makes it to the camp, and the CR-V gets stuck in the mud. The funny part is, the girlfriend in the CR-V, says ""don't worry, it happens to alot of guys"", then gives this disgusted look and sighs.Not that it would make me buy a Suzuki over a Honda, but hey it made me chuckle. "
"jkidd2","May 2001"," Anyone remember the Camry Solara add where the 30's something man sees some kids playing on their ""slip and slide"" and joins in the fun?Some disabled man sued Toyota over that add because they had no disclaimer warning people of the dangers of ""slip and slides""!Toyota actually gave in...and put a disclaimer on it.Good grief! "
"orangelebaron","May 2001"," Every year, begging us to buy their cars with 0.9 financing.Hey Chrysler, stop spending the money on slick commercials and expensive airtime and put that money INTO your cars. Then, they might be better cars and you wouldn't have to advertise so much! "
"ineto6","May 2001"," finally saw the new Isuzu commercial... not bad. I even like the styling of that SUV *gasp* I hate to drive an SUV though. "
"crkeehn","May 2001"," Talking about the Billionaire that paid so much to go to the International Space Station. Jaguar promises him a rocket ride for about 19 million less, plus he can drive. "
"ineto6","May 2001"," Oh yeah, I like that Civic commercial with four teenagers and a pre-teen boy - The boy sat in the middle of the back seats and he has feet room in the middle. However, he moved his feet to both sides and his sister(?) yelled at him.... "
"davem2001","May 2001"," The classic old commercial with the jeweler cutting a diamond in the backseat of a Ford LTD, which of course inspired the classic Saturday Night Live skit with the Rabbi doing a circumscition... "
"lancerfixer","May 2001"," One of ther funniest SNLs ever... "
"bushone","May 2001"," ....funny, except to the baby. They call him shorty now-a-days!  "
"odie6l","May 2001"," thing about the Jeep GC is the 2 commercials they had: 1. Jeep GC covered with mud, family get out and starts to walk away. Jeep starts shaking like a wet dog to get the mud off. Family get covered. I laughed at that one. 2. The bugs bunny affect with the Jeep GC driving under the DEEP snow (being in the Northeast I can relate to the deep snow). Stopping and turn at the stop sign, which you didn't even know it was a jeep till the lights came on at the stop sign.Odie "
"iluvmysephia1","May 2001"," Time to pull this annoying ""right here, right now"" Toyota sales event commercial that keeps playing over and over and over and over and over again. I'm sorry ""right here right now"" is another one of those Seinfeld joke sayings(where he slams dumb common jargon). If I did want to make the mistake of inquiring at a sales lot about a Toyota I would never be inspired by a commercial like this. Complete with the dopey loud singers........sticks like a nightmare baby!!! "
"ryanbab","May 2001"," When the guy disassembles the toyota highlanderto compare the two "
"jkidd2","May 2001"," I could not agree with you more....those Toyota adds are incredibly annoying. Where did they get that singer? Her voice is like listening to someone take their nails and run it down a chalk board. "
"bushone","May 2001"," Joe Izuzu is a cultural icon, a hero. Don't speak I'll of a legend! "
"ryanbab","May 2001"," i wasnt talking ""i'll"" of him. I get a laugh out of that commercial everytime i see it. Especially when the guy comes out and unlocks his doors and he says everything is labeledRyan "
"bushone","May 2001"," I forgot my smilie!  "
"ineto6","May 2001"," I like the one where Joe dismantled another SUV - the owner of that SUV came out puzzled...  "
"ryanbab","May 2001"," thats the one i am talking about "
"bdreggors","May 2001"," See how Joe confounds all who see him? ;-)I agree on the Toyota commercial. How about pulling the plug to that spot, right here, right now?Honda commercials are pretty lame, too. ""It'll take you to the beach, it'll take you to the desert, but one place it won't take you to...is the cleaners!"" The jokes are so lame and so old. I keep thinking I'm gonna watch 'I Love Lucy' after the commercial is over! "
"ravvie4me","May 2001"," especially the two Honda ads circulating currently. One showing a variety of gas pumps before winding up on a Honda symbol (civic) and the other with a gas jockey changing gas prices every other second (accord; an ugly gold colored one at that). OOOOHHHH gas prices are going up (duh) better rush out and buy me a Honda! Not.Those three commercials for ""the new Q"" are getting on my nerves. Those outnumber the ""right here right now"" Toyota ads by quite a bit in my area. They sure are advertising that way over-priced Nissan quite abit.I like those Lexus LS430 commercials. ""Imagine the perfect car."" Talk about truth in advertising! An exec (I assume) is sitting in his office and a LS430 forms around him. Perfect. Toyota's ad team has a winner here! Direct and to the point.Something was said earlier about the Jaguar XJ8 lease ad about the guy who dropped 20 mil for a spaceship ride. If I had that much cash to blow, I certainly wouldn't LEASE a vehicle. Think about it. I wonder if Ford's brain trust had something to do with this ad?! Don't get me started on those Acura ads... "
"ineto6","May 2001"," come on - get start on the Acura ads already  "
"jkidd2","May 2001"," I don't hate Acura, but I hate those Acura adds. "
"ripinrocket","June 2001"," The Lexus SC430 ads in French are quite ridiculous.English please.? I love the new Mitsu Eclipse ad with the music and the girls going along with the music while sitting in the car. Cadillac ads are lame. What is the ""power of &""? "
"seminole_kev","June 2001"," ...with the guy who's desperatly trying to get to a wedding. They keep cutting back and forth between the bride getting ready and him desprately trying to get there. And when he finally get there, he's not the groom. They leave you waiting for what he has to say to the bride. Cool mini-movie commercial if you ask me. Unless of course I over Analyzed it and he's just an usher!Good music too.P.S. anyone no where I can download that commercial? "
"ripinrocket","June 2001"," some more bad ones: All Infiniti Ads.Nissan pads: Can't stand the Pathfinder ads where it's in in a coliseum with a bull. or on a cliffside playing polo. Not to mention the Maxima skidding sideways across a desert in every ad. Chrysler ads are pretty lame too. Dodge=Different. What is that? GM ads are basically all ridiculous. every Buick ad it seems like is advertising cut-rate lease deals and near ZERO percent finance rates. The Isuzu ad with Joe Isuzu dismantling a Highlander in the parking lot is also quite weak. Mazda's ""Zoom, Zoom, Zoom"" ads are the worst. Very annoying. Good ads:The lexus LS430 spots are pretty good.BMW generally makes some good ads.Benz has some good ads for the M-class(even though the actual product stinks).the Subaru WRX ads are good. "
"lancerfixer","June 2001"," ...in another forum. The VW Cabrio ad where the kids are going to the party at night. I'd say that's one of the best car ads ever. It really captured the fun of driving a convertible on a warm summer night. Made me wanna run out and get one. "
