"User Name","Comment Date","Full Comment"
"dbakalar","July 2000"," That would be the commercial for the Infiniti SUV, which is a rip off of the Pathfinder. I guess they've got to have some reason to justify the outrageous price of a Pathfinder with an Infiniti name plate on it. "
"pat84","July 2000"," the Viper at all ? How many people are in the market for one ? "
"rcarboni","July 2000"," They've only sold about 800 this year, and people who buy them are definitely not looking for a daily driver. They're almost like a collector's item. Maybe they want to get attention from the Corvette buyers or something. "
"timothyadavis","July 2000"," I want one.... just as soon as the price gets down around the low 30 thousands or so and the insurance rates go below my monthly gross salary.... "
"rickabt","July 2000"," That model is on its last legs, supposedly. If they don't discontinue it soon, Vipers will never appreciate in value later. Sadly, with this plan clearly stated by Daimler-Chrysler, we will never see a $30000 Viper unless it is damaged or an unusual high-miler.I, too, am no fan of the Dodge Clearance Even commercials which make no apologies for the exception of the Viper from the special year-end blowout prices. The voice-over guy--the babyfaced dude in glasses--is one of my least favorite people on TV ... he is a total nerd; yet he is very smug as if he doesn't realize what a nerd he really is. "
"rickabt","July 2000"," It is sometimes very effective for carmakers to mention things like not-so-unique-suspensions as if they are really unique ... if no one else really cares to mention it, then the viewer will also continue to ignore it, and many features--after becoming universally standard--often seem to fade away from public cognizance.I recently sold an Accord to an elderly couple with slow mobility, and one of the things I did right in making the sale was pointing out the passenger-side assist-grip. I noticed that they each had difficult times getting in and out of the passenger seat in the car, so I suggested that they hold on the grip. They remarked that it was much easier, and they continued to remark about it even during negotiations. They had just seen the Camry, but I'm almost certain that the Toyota salesperson failed to mention their assist-grip.Their old trade-in didn't have it, so these folks had no idea that assist-grips have been standard in most midsize cars for years.This is why we are subjected to commercials which sloganeer things such as ""stabilitrak 2.0"" and ""solid-form construction."" "
"robertsmx","August 2000"," IMO, Audi's commercials were undisputedly the best, followed by Acura commercials that ran for a while last year. However, the latest Audi Quattro commercial is disappointing. The small letters in older Audi commercials were well placed and meaningful. The Quattro ad showcases the traditional small letter sentences? ""do not attempt. This will void the warranty"". A disappointment from otherwise highly successful ad campaign. "
"rickabt","August 2000"," I dunno ... I still think it's pretty convincing to see a Quattro whipping a kneeboarder around in wild semicircles while driving through a 3""-deep lake. "
"robertsmx","August 2000"," Convincing is what commercials are about. I'm speaking of a disappointment. ""Yield"", ""Stop"" etc. were innovative and intelligent concepts. The Quattro commercial is comparable to other commercials that have small letter are with ""professional driver on closed course, do not attempt"", and goes beyond that by stating... ""do not attempt, this will void the warranty"". "
"rickabt","August 2000"," Every owner's manual I've seen--irregardless of the make and model--will spell out limits to the new vehicle warranty which include words such as ""misuse"" and ""abuse."" Certainly, swerving through standing water qualifies; but, just the fact that is could be done is testament to the incredible traction the Quattro system affords.I'd be curious to know what your opinions are of the new Nissan Pathfinder commercial where polo jockeys are zigzagging their SUVs near a seabluff ... in big bold letters, Nissan proclaims ""NOT THAT YOU WOULD, BUT YOU COULD...""Car commercials also contain scenes of drivers doing perfectly safe things but in unlikely settings ... take for instance the Hyundai Sonata ad where the driver cruises through the foyer of a fancy hotel or office complex. This ad also has a disclaimer which cautions that this should not be tried in real life. In this example, I think Hyundai is hoping to remove itself from the liability if some numbskull decides to drive into such a building.As cars continue to look less and less distinctive from each other, we should expect to see more of this in advertising ... manufacturers want their vehicles to stand apart, so they remove them from familiar scenery of bumper-to-bumper traffic jams and jammed parking lots. Heck, even commercials with parking lots seem to have very few cars ... check the Jetta commercial with the guy tackling the shopping cart, or the Malibu commercial with the sinister shopping cart that's thwarted by the reflexive bumpers. "
"robertsmx","August 2000"," Rickabt:There are few commercials that 'disappoint' if you can get the feel. A disappointment comes from expectations. No expectation, no disappointment, atleast to me.Audi has been on top of my choice for commercials. The new ad is a disappointment. I don't like any of Nissan's commercials. The 'playing Polo' is just another effort to lure buyers like the Kia Sportage versus Suburban ads. I don't care for those commercials. I like the VW Passat ads too, the Golf ads were good too. The Jetta ad on the contrary is another weak effort. First, parking has to be illegal in front of a grocery store (I don't recall seeing a parking space there).Remember Saturn's 3-door coupe ads? The 3-door concept itself got controversial because the third door was being used to allow access to children from the driver's side, that is away from the curb on a 2-way road! In newer commercials, they now show the coupe parked the wrong way, ""on a 2-way road"" (if it were one-way road, I would have no problem). These are some weaknesses in commercials that I notice. And I don't care for them.Disappointment? when I care for one. "
"fischda","August 2000"," Would kicking up a huge rooster tail of dust travelling almost sideways at 110 mph on a dry lake bed void the warranty of a '00 Nissan Maxima?No less, done while listening to one of the best ""Who"" songs of all time at full blast! Okay, marketing the Maxima as a performance sedan I can believe, although I don't think I would try that maneuver (did it have a disclaimer?). But then they did kinda the same thing with the new Sentra? Sorry, I can't buy the idea of the Sentra as a kick-[non-permissible content removed] performance sedan!The Jetta driver performing a full-flying body tackle on a shopping cart? Now that's funny, that's me! I agree that advertising is mearly an awareness tool designed to get the prospect market to check out the product - ad recall and product recognition is what it's all about.It doesn't matter whether or not the product lives up to the claims of advertising - although it helps in the long run if it does. Advertisers know that (most) consumers are smart enough to base such a big purchase as a car on more than just a commercial!I think that this side bar debate on Honda, Toyota and VW matters stems from the merits of the advertising and recent sales benchmarks, not on the qulaity of the cars themselves. VW ads have been successful in bringing in first-time VW buyers. Honda and Toyota ads have not. VW sales are way up. Honda and Toyota are not (or so I have heard). BTW, I own a Toyota and a VW, and I love them both. The Sienna was made in Canada - not one lick of trouble in 24K miles. The Jetta, built in Mexico, equally as bulletproof! Also, who do you think the managers, QA execs and foremen are in these plants? Japanese and Germans, not Canadians and Mexicans! AND, every car manufacturer is capable of producing lemons. "
"bdreggors","August 2000"," The ""Pathfinder Polo"" ad was cute at first, but now its getting old...fast. The phrase at the end serves as both a disclaimer and a little joke. REAL disclaimers like the one on the Hyundai-in-a-building commercial just show how bad this country has gotten. If somebody actually bought a Hyundai and drove it throguh a building like that and killed or hurt someone, that injured person could sue Hyundai...and might win. Look at recent cases: a podiatrist (foot doctor) who tried to help victims at a car crash was prosecuted because he told volunteer EMS that he was a doctor, which he was, but they assumed that he meant a MEDICAL doctor. Also look at the 5 billion (no typo, ""B""illion) settlement against GM, which was later reduced on appeal. Soon, someone will stab themselves in the eye with a pencil and sue Dixon-Ticonderoga for failing to warn customers about the danger of shapened writing utensils. But I prattle on. Back on topic...:)There have always been commercials that show cars sloshing through water (mostly at the beach) for one reason or another, most recently an Audi commercial. I would love to see these cars in 3-5 years when the salt water starts eating away at the undercarriage!I've also noticed that recent commercials picture ONLY that manufacturer's cars in a 'real-world' scene. Examples:*A Yukon XL (or Suburban?) commercial showed a Cutlass and an Astro van as 'background' cars.*In a Buick commercial about 6 months ago, all the driveways had different Buicks.*The commercial for the new Corlla Sport had a Camry (or ES300) and an RX300.*Saturn LS comemrcial showed a Cavalier and a Metro. My theory is that this is intended to portray the LS as the best-looking car there!*Ford (Focus, I think) spot had cabs all around the car; of course, they were Crown Vics.*And in the RX300 commercial where the police cruiser is chasing the SUV, the car is an older Crown Vic, thereby avoiding any association with a newer Ford product, even vicariously. "
"rickabt","August 2000"," The weakminded copycat driver of the Hyundai could sue the manufacturer for putting the idea in his head ... and win. Legal precedents for this are abundant now. Stupidity, if encouraged by movies or TV, is sanctioned by the law. "
"timothyadavis","August 2000"," which is written, defended and judged by lawyers, pretty much explaining everything.... "
"timothyadavis","August 2000"," which is written, defended and judged by lawyers, pretty much explaining everything....Did I say this already? "
"bdreggors","August 2000"," It's so nice, you said it twice. Very true, though. I challenge anyone in the legal field to try and convince me that the lawyers suing GM, cigarette companies, and gun manufacturers actually give a damn about their clients. And why is tobacco suddenly detrimental to the tenuous suspension of the universe? Sure they kill people, but alcohol leads to deaths of truly innocent victims. When have you ever heard of a guy getting into a car and killing a van with a family inside because he was under the influence of a cigarette? Has a guy ever gone to a 7-11, smoke 10 packs of cigarettes, then go home and beat the crap out of his wife? My point is that these lawyers aren't out for the 'common good'; thier out to subsidize their already ridiculous payrolls. They should just stick to mergers and aquisitions and stop wetting their beaks in frivilous 'spilled coffee' lawsuits... "
"wonderwall","August 2000"," i hate vw ads. they are too ""gen-x"" for me, and appeal to the basest of yuppie instincts...nevertheless i own a vw, if the car did not overshadow the stupid ads i would boycott vw. "
"timothyadavis","August 2000"," I am ambivalent about the VW ads, but cannot resist pointing out that, and I think others will back me up on this, ""yuppie"" and ""gen-x"" are mutually exclusive terms.... ;-) "
"vqzhtr","August 2000"," Has anybody else seen the VW Jetta ad where the guy is reading the manual and then runs and grabs his wife or girlfriend(or maybe someone he found drunk at a club lastnight) pulls her out of the house, unlocks the door just to show her that all the windows roll down. I was so dissapointed with that commercial I now have a new found disgust for Jetta. As if all the windows rolling down when you unlock the door is a good thing what if it's windy outside then you gotta waste your time and roll em all up again. I was hoping for something cool like maybe the car greets you or something or the radio turns on to your favorite station or the seats adjust them selves to the way you like it. Really stupid! And people think Infiniti bragging about a rear sunshade is stupid. If I was that girl wouldn't let him back in. "
"timothyadavis","August 2000"," I have been attempting to give VW the benefit of the doubt and hoping that the auto-window-roll-down feature only happens when you specifically choose it (like holding the key in the turned position for a couple seconds such as unlocks all the doors in the Odyssey -- turning the key for less time only unlocks the driver's door). VW diehards? "
"bdreggors","August 2000"," ""I was hoping for something cool like maybe the car greets you or something or the radio turns on to your favorite station or the seats adjust themselves to the way you like it.""The Bonneville does the last two for you!Personally, I view those types of commercials as highlighting mediocre (sunshade, window rolldown, full-size spare) features that makes no real difference about the car. Soon you'll see an ad about hoods that not only open upwards, but stay open on their own! "
"robertsmx","August 2000"," I have noticed something about Toyota year end clearance commercials. For 1999 clearance, they showed 2000 Camry, and for 2000 clearance, they show 2001 Corolla. "
"bdreggors","August 2000"," did the one you see have an Olympic-type theme? If so, that's the one I saw as well.Has anyone seen the new Solara convertible commercial? Pretty weak if you ask me. So you can't drive naked in a Sebring?  "
"vqzhtr","August 2000"," I guess Bonneville is the car for me:)Just kidding but it's a very sporty sedan though I kind of like it's aggressive stance. I gotta a liking for cars that do what they do very well. If sporty it looks really sporty, if it's rugged it's rugged as can be. "
"fischda","August 2000"," This is a cool topic, and everyone's entitled to their own interpretation and review of car commercials. BUT, as a guy who's worked in advertising, let me give you a few basics about the industry.All ads, cars especially, are targeted to specific audiences. The VW ad with the ""window freak"" is most likely targeted at the yuppie technowizard who has digital surround sound in his living room and a Sony Playstation. I'm being a little presumtuous, but you get the picture. Most of VW's ads fit this profile because this is where they're having the most success! It's called fishing where the fish are. This is usually a reliable way to continue and increase a strong consumer segment for your product. Generating new consumer base is another thing.Remember the tag line, ""This is not your father's Oldmobile?"" That campaign tried to create an entirely new universe of consumers who would never think of buying an Olds. It was a miserable failure because the public saw through it: ""If you have to TELL me this isn't my father's Oldsmobile, then I know damn well it IS STILL my father's Oldsmobile - no sale!""As stupid as you may think VW ads are, bottom line is that they are selling a hell of a lot of cars. I personally identify with a lot of the VW ads (and yes, I bought one). The guy who crashes the shopping cart; the guy who parks at the back of a huge lot away from any other car, even the guy who washes some stranger's Passat in his driveway then runs away. All these ads point to the fact that VW owners are a little different - they identify with their cars. VW's aren't mere conveyances like Corrolas and Accords, they're...well, like family pets! The problem with most critics is that they think too literally. No, it's not realistic that you can park right next to a grocery store, or play polo with your Pathfinder. Who cares!! The point of the message is in the absurd.Back to the geek with the window thing. If you get out of your VW and forget to roll up the windows or something, you don't have to get back in, turn the key, etc... You can lock/unlock the doors, open/close the windows and moonroof from outside with your key in the door - I think that's awesome! So the point of these ads is that VW owner's are freaky over their cars to the point of obsession. Wouldn't you want to drive something that makes you feel that way? Maybe not, but there are many who do. For some, a reliable, uninspiring, same-as-yours Toyota or Honda is the right ticket. But for me, and many others, I want to have fun when I drive, to be inspired, to operate all the cool doo-dads that Germans love to overengineer... The Accord I owned did none of that - my Jetta does, everyday!So, advertising has nothing to do with JD Power, Consumer Reports, whatever. It's all about getting people to check out your product so you can turn a profit! "
"toomanychoices","August 2000"," Where the same guy who kidnapped his boss is now acting as a translator between two groups of terrorists (or are they Italian and Russian mafia)... When terrorist #1 (seated in this guy's car) demands $10 million from terrorist #2, he ups it in the translation to $20 million and asks that $10 million be putin a Swiss bank account in terrorist #1's name, and that they create a second account for our hero in his own name.Has nothing to do with the car of course, but has the same irreverence as the old Joe Isuzu ads. "
"bdreggors","August 2000"," It may have failed, but it spawned a catch phrase used quite a bit nowadays: ""It's not your father's ______ anymore"" in reference to anything. "
"rickabt","August 2000"," If GM was serious about bringing people my age into Oldsmobile dealerships, they would rename the brand entirely ... for cryin' out loud, the word ""old"" is in there! "
"bdreggors","August 2000"," But it's named after the guy who created the company in 1897, Ransom Eli Olds. Changing the name would just destroy it's 100+ years of car building history. "
"vqzhqr","August 2000"," Live or die. "
"vqzhqr","August 2000"," I think all the other VW ads are very clever and funny but the Window ad just wasn't happening. What can you say about the Maxima and Xterra ads, basically all Nissan ads. "
"timothyadavis","August 2000"," OK, after reading your detailed analysis, I scientifically studied the VW ""automatic window"" ad last evening both times that it came on. Taken in its entirety (including the opening shot of the ""dude"" sitting in the car reading the manual and his best Bill and Ted's Excellent Adventure ""Whoa!"" response to finding the bit about the auto rolling down of the windows) I can see the techno-zealot appeal clearly. Thank you for the insight. If I ever go to graduate school and decide to study Marketing (in the event that hell ever becomes seriously endangered by glacial encroachment), then I may well write my thesis on this phenomenum. Heck, I'm obviously in possession of enough of the requisite anal retentiveness.... Dude! ;-) "
"fischda","August 2000"," I was a history major! Totally useless, but my forray into advertising has been interesting. I guess after seeing all those ad concept pitches from ad agencies, I'm conditioned to think like the target audience. However, Tim, it would take some serious ""glacial encroachment"" of hell before I ever worked in an ad agency.Vqzhqr, I like the Nissan ads - especially the Maxima doing 120 sideways on a dry lake bed to the Who song. But I don't want to buy a Maxima...or any other Nissan. I really loved the old 300ZX ad where the action figure steals Barbie from Ken with Van Halen in the background! I'll tell you what I hate - the Ford Focus ads. But that's because I don't have 12 tatoos and 10 piercings, I guess. "
"timothyadavis","August 2000"," Now that you mention it, I think that all of my favorite ads have been for products that I never owned nor felt any particular desire for. Hmmmmm.... I wonder if there is a mutual-exclusion rule, or tendency anyway, with memorable (in a positive way I mean) ads and effective ads? That would go a long way to explain the preponderance of totally rancid local TV ads for furniture stores (""We can save YOU BIIIIIIIIIIIIGGGGGGG if you come down to our moving/inventory reduction/close out/restock/overstock/whatever reason Sale!!!!!"") and the occasional ""shouting"" car dealer.... "
"thunder_14","August 2000"," was the commercial for the 1997 (I think) Maxima where the birds see it coming out of the car wash and try to drop ""bombs"" on it!! "
"thunder_14","August 2000"," I think mostly all of the VW commercials are great, especially the one where the guy tackles the grocery cart coming at his car,everytime I see that commercial I just can't stop laughing!!! "
"thunder_14","August 2000"," Check out www.adcritic.com and enter the name of the manufacturer in the search box. "
"2000camrylev6","August 2000"," Those irritatingly stupid commercials with the ""Imagine the perfect luxury vehicle, we have"" slogan in them are getting on my nerves!! Not only is it false advertising, but it only an overdone crappy Nissan Pathfinder. If you want a real SUV get a 4Runner, it sells by word of mouth, not by stupid advertising!Don't get me started on those Ford ""I want to CELEBRATE"" ads, grrrrr! "
"bdreggors","August 2000"," Those Pathfi?er, I mean QX4 commercials are horrible. Awhile back they add a commercial with the frame falling through the sky and the voiceover saying something like &#147;the first vehicle with a one piece frame&#148; which is absurd because Chrysler had it in the 50s on all their cars except Imperials. Guess they should&#146;ve researched that first, eh?Speaking of Ford, maybe they should run some ads for a &#147;Ranger/Explorer Blowout&#148; sale... "
"rickabt","August 2000"," I don't know which celebrities are selling Toyotas in your neck of the woods, but here in Northern California, Toyota's go-to spokesperson is Steve Young. Following his appearance at the Republican National Convention and several RNC fundraising events, however, it seems that his ads are starting to disappear from the televisions. Perhaps this is on account of the possibly polarizing effect that this kind of political stumping can create.Nationally, the most memorable 4Runner ad I've seen recently depicts a traffic-clogged street below an overbearing concrete canyon with several humdrum gunmetal-grey cars surrounding a bold 4Runner Ltd with a roofrack loaded with outdoor sporting gear (a kayak or surfboard?). A businessman hauling a briefcase back to his office sees the 4Runner outfitted for a weekend of fun and wonders, ""It's Tuesday ... people have to go to work on Tuesday!?!?!""I know that many companies want us to think that all kinds of great things will happen when we buy their products ... usually, the ads try to send us this message that if we wore this pair of jeans or dyed our facial hair with this special formula for covering grey, we can get all these beautiful women like the ones that appear in these ads; but what is this ad trying to tell us? So, if we buy a 4Runner, our bosses will give us more time off from work?Well, if that's true, my only concern is how am I going to pay for this rig if I'm not busy making more money at work? Those Limited models cost about as much as a decked-out Tahoe or an Audi A6. "
"vqzhqr","August 2000"," Are more interesting then whatever Toyota or Lexus can come up with. Toyota commercials, don't even get me started.4Runner has to be the most costly and ugly piece of crap I've seen yet. Why would you someone pay close to $40,000 dollars for a Tacoma with 4 doors it's crazy as hell, not to mention it's not as refined as Pathfinder and doesn't even touch QX4. Pathfinder is the best All around SUV. It's the most refined, a bargin for what you get(unlike 4runner) goodoffroad capabilities, and even has one of the best cargo space. It really has the best of both worlds. Toyota is just riding that image to the max with 4Runner it really isn't worth it for that high price. Why don't they just discontinue it cause no one really wants one.Back to the Topic I happen to think that those New Lexus IS commercials SUCK. They have nothing to do with the car and then those new ones talking about being Better then a BMW not on this planet. Then camry thinking it's sexy, so pathetic. I have to give it to Toyota though for brainwashing a lot of fools. People who buy a Sienna instead of an Oddessey(even Quest is bigger) a Camry instead of a Maxima or Accord. It's a damn shame, it really is. What a waste of money too! "
"roadroach","August 2000"," Are we bashing commercials or cars in this topic? "
"2000camrylev6","August 2000"," and on that note... post #126Have you ever looked at a Camry and then an Accord? Except for a few minor differnces in trim, they look exactly alike. The current Camry came out as a 1997 model (been #1 seller since then, BTW) and the current Accord came out for 1998. What does that tell you? Camry came out for '97, the Accord for '98, and look VERY similar. Why? If you guessed Honda copying Toyota, you're right! Copying the best is the only way to COMPETE with the best! I could say this though, Honda builds good lawnmowers!Back to the topic. Like I said before, Infiniti QX4 ads blow chunks! They even show this ultimate POSEUR (excluding the BMW X5) going off road!!! Ha ha, how false can advertising get?Every Ford Focus commercial sucks as well, and the one with the firemen in the F150 Stupid, uh, I mean Super Crew ads are horrid, gave me nightmares for weeks! Stupid commercials for stupid vehicles with exploding tires, I guess... "
"timothyadavis","August 2000"," Oh so, the Camry commercials claiming that they redesigned it this year are false, huh? Boy, that sucks. Gives me even more reason to hate that stupid commercial of the couple noticing a Camry instead of the building being imploded a couple blocks away. Of course, from that ad, the couple undoubtedly noted that the redesigned Camry looks almost exactly like an Accord now. If Toyota had only stolen, er, I mean flattered Honda with a closer replica of the Accord tail lights, then they would have had a really nice looking (though middle-of-the-road) car design. Oh well, can't have everything.... ;-) "
"bdreggors","August 2000"," Will the 2001 Camry be as sexy as the 2000 one? Man, those new, sexy tailights drive me wild! :-) "
"2000camrylev6","August 2000"," Those commercials with the dogs are pretty ridiculous, as well. It could mean:The Honda Odyssey, a good vehicle to transport your family....of dogs.The Honda Odyssey, so easy to drive, a dog can drive it.The Honda Odyssey, it's a dog (looks, performance, both. Take your pick.)!-OR-The Honda Odyssey, it's one big crappy minivan!Anyway, what in THE HELL was Honda thinking (smoking, drinking, etc.) when these ads made it into circulation on TV as well as magazines? "
"rickabt","August 2000"," Enough bagging on any car that isn't Toyota ... it's revolting. You've got one heckuva complex about the car you drive. The re-design dates of Accord following the Camry closely is purely coincidental ... all cars are on a five-year cycle to save money these days anyway. Accord had been on a four-year cycle, and the '94-'97 Accord beared little resemblance to the '92-'96 Camry except for its cost of ownership and satisfaction statistics.Camry and Accord still set the standard for reliability and dependability, and that is evidenced in the Mitsubishi ads which name both vehicles as their benchmark before alleging that the Galant is better (whatever).Camry alone sets the standard for sales volume, but it is not a standard that every car tries to achieve, and certainly not the Accord. If Honda really wanted to try to keep up with the Camry, they should just offer rebates. But you know what would happen if they did that ... resale value plummets.Further proof that Honda isn't copying Toyota ... their cars don't ride and drive like hyperbaric chambers on wheels. You can feel the bumps in the road, but you can just as easily and safely swerve around them ... don't try that in a Toyota, just as you wouldn't wanna try it in a Buick.Speaking of copycats, head on over to the ""Who's Copying Who"" forum and see what people are saying about Toyota's Tundra. "
"2000camrylev6","August 2000"," I try to get back on topic here, but some (you) just seem to think I'm bagging every car that's not a Toyota. I'm just criticizing the commercials for certain cars, not the cars themselves. Honda's are good cars, I never said they weren't, I just think that their ads are a tad rediculous, that's all. I just got a little out of hand about the whole ""Honda copies Toyota"" thing to.Oh and about that ""ride and drive like hyperbaricchambers on wheels"" comment about Toyotas, sounds like something a German car owner would say. You wouldn't by chance drive one, do you Rick? Sounds like a stereotypical comment a German, especially a VW, owner would say about Japanese cars. "
"dbakalar","August 2000"," bashing on the VW's. everyone's entitled to an opinion, and my opinion is that your car is ugly.;-) lighten up man "
"roadroach","August 2000"," You're confusing ugly with bland. But you have to look at Toyota's mission with a car like the Camry: 4-dr family sedan for the masses. By definition, it will look very conservative (bland). By comparison, VW has set themselves up as, IMHO, the company offering very competant, entry-level Euro sedans. They are trying to offer a little more flash than their Japanese counterparts and so their commercials tend to be much more quirky.Not all Toyota commercials are bad. I like the one's for their Tacoma's ('adrenaline donor program' one is good IMO).Pontiac commercials drive me nuts. What is up with their secret agent Bonneville commercials? Do typical Bonne owners see themselves as some kind of James Bond or what? "
"timothyadavis","August 2000"," ""Do typical Bonne owners see themselves as some kind of James Bond or what?""It's the only excitement they know. ;-)(Was James Furber the all-in-the-mind-adventure guy?) "
"bdreggors","August 2000"," A bit of advice to potential Bonneville buyers: Don't get black; it'll wash right off! ;-) "
"enigmaone","August 2000"," ""If Honda really wanted to try to keep up with the Camry, they should just offer rebates. But you know what would happen if they did that ... resale value plummets."" So Toyota offers rebates from time to time on Camrys(lease incentives, dealer incentives) and the Camry has exceptional resale value. So your theory is false.  ""You can feel the bumps in the road, but you can just as easily and safely swerve around them ... don't try that in a Toyota, just as you wouldn't wanna try it in a Buick."" Check out the stats! The Accord is no great handler either. Not to mention both are pretty equivalent in their ""handling prowess"". As for Infiniti ads. Gimme a break. They still have the worst ads in the luxury segment. The QX4 ads are a joke: ""the CD-changer has its own suspension...."" etc. My mountain has a suspension to, who cares? Not to mention Infiniti dedicates a whole ad to pointing out their lame Q45 has HID lights. yawn.....Best ads go to mercedes in recent history. As well as BMW ads are great, and some recent ads for the Caddy STS have been good. "
"bdreggors","August 2000"," Recent Saturn ad showed a BMW arcade driving game with the machine asking the guy to insert coin after coin after coin. The other game, featuring a Saturn LS, depicted the guy putting in one or two coins and driving. I laughed...but more for the fact that it was a Saturn.Infiniti ads? Pathetic. Here is what they've recently advertised:*Rear sunshade*HID lights*Multiple 'suspensions'*QX4 as the ultimate luxury vehicle (right...)*Most powerful [horsepower] V6 in class, which is BS. Class is entry-luxury, right? Technically, the Park Avenue Ultra is entry-luxury, and it has 240-hp. This is the second misnomer that Infiniti has advertised. The first was with the QX4 being billed as the first vehicle to have a body-on-frame design. Wrong. Title goes to Chrysler in the 1950s.Hey Infiniti, do some research before you commence production on your next ad.* "
"enigmaone","August 2000"," I like Jaguars ad for the S-Type with Stings song, Desert Rose, playing. But it seems like a pointless ad! And by sting sitting in the back seat relaxing it seems the ad is making the S-Type out to be a chauffer driven car. "
"enigmaone","August 2000"," bdreggors,I think Infiniti means best HP in class. That would mean V6 SUVs. The Pathfinder/QX4 are unibody construction, not body on frame. In that case, Jeep was before them, I think as is the Lexus RX300, Toyota RAV4 and I think some other SUVs. "
"bdreggors","August 2000"," You're right. It was unibody. I forget the actual vernacular.The ad with ""most powerful V-6 in class"" was for the I30, although they did do a later ad with the QX4's engine. "
"blacktalon","August 2000"," Even though I've never even driven a Ford Probe, my favorite car commercial of all time was for the Probe back in the mid-80s, I think.It starts with the image of a little old lady puttering down a highway in an old sedan with the bumper sticker, ""I'd rather be knitting."" Then you see a Probe come up behind the sedan, flash its turn signals, and zip past.Next the Probe catches up to a Rolls Royce cruising along with the bumper sticker, ""I'd rather be playing golf."" And once again the Probe changes lanes and speeds by.Finally, the Probe comes upon a slow-moving 4x4 with the bumper sticker, ""I'd rather be doing NOTHING."" And the Probe does a couple quick lane changes and zooms off towards the horizon.And the tagline is, ""The Ford Probe, for people who would rather be . . . driving.""Anyone else remember that commercial? "
"bdreggors","August 2000"," But it is a good one! "
"rickabt","August 2000"," I don't wanna write about upsetting commercials yet, but I thought it might be a barnburner if I told 2000Camrylev6 about the car I drive ... it's a Toyota.I've got a very well-kept high-miler '92 Cressida loaded to the hilt minus leather with a diamond white pearl exterior. I shopped for the right Cressida for about four months until I found this one.Other than a replaced head and gasket (it was about time anyway), it has been very reliable, so I do know what Toyotas are made of. "
"2000camrylev6","August 2000"," Those have to be one of the best cars that Toyota built, Camry included. 3.0 I-6 from the Supra, rear-wheel drive, suspension tuned for sport Nad luxury. At 190 HP, the car hauled!! It's replacement, the Avalon, while a nice car, could never live up to the Toyota flagship status like the Cressida did. It was one awesome car, it's a real shame Toyota discontinued this model.I apologize for going off topic, but when it comes to Toyota or Lexus, I can't get enough! "
"2000camrylev6","August 2000"," That should read ""sport AND luxury""!! "
"timothyadavis","September 2000"," Nissan Frontier TV ads? They show this new Power Ranger transport flexing mightily in slow motion as it skids across some loose rocks (as if anyone who buys one would risk chipping the paint!). Of course, it just makes it look cheaper to me watching the thing bend so much. I had thought the pompous ""interview"" ads with the designer touting there prowess were jokes before. They have raised (lowered?) the bar on tacky....(This was also posted in More Ugly New Vehicles... following an earlier post with photos....) "
"rickabt","September 2000"," I read recently that a survey of new car buyers last year revealed that many people think that their new car has anti-lock brakes when, in fact, they don't. It reminded me of the time that a customer was trying to trade in a Camry CE and they *insisted* that it had ABS. When I tried to inform them only the LE's and XLE's offered the ABS feature, they thought I was up to my doubt-instilling sales techniques.In any event, I'm curious to know how many people cruising around in Pontiac Montana think that they have four-wheel or all-wheel-drive. I just met someone who was curious to know when Honda would begin adding AWD to the Odyssey. When I told them that AWD hadn't even appeared in the rumor mill, they said, ""It's a shame that Honda wouldn't even offer all-wheel-drive when you could just buy a Pontiac Montana.""I tried to tell them that the trend among minivan manufacturers is tending away from AWD (remember that Caravan and Voyager lost this?), but they were quite sure that Pontiac was AWD.Do you think this has anything to do with the Pontiac Montana commercials? Y'know ... the one with the red Montana rushing full-throttle alongside a speeding train? Then there's the one with the red Montana thrashing around in a corral.Given the gullibility of certain consumers, I think that these advertisements are dangerous. "
"2000camrylev6","September 2000"," it should be no surprise to you that a Lexus ad gets my winning vote. No, it's not the IS 300 ads, but rather the GS ads from about a half-year or so back. Its the one where a guy is out driving his GS on some curvy backroads (with a song going ""they did a bad, bad thing"" was playing in the background), when all of a sudden, the guy starts undoing his shirt and smears lipstick over his face, as if he were with another woman. But when he gets home, his wife is sitting there in the kitchen waiting for him. She say ""Nice try. You've been out driving again, haven't you?"" And in the following silence, the tagline reads ""The Lexus GS, Sinful."" Had me in stiches!! "
"gtt1","September 2000"," GM had a ad out for a little while that showed one of the big suv's hanging on the side of a cruise ship as a lifeboat. The first time I saw it, I thought ""HMMMM... a lifeboat, like a rock"" Well it's funny to me!The one that really makes me laugh is the toyota p/u out towing a Ford, Chevy and even a Freightliner up the hill! Yea, right maybe in Wonderland!On TVLand they run old commercials, the VW ad with the snowplow, good for it's time. And the GTO ads where the tiger pops out from under the hood. "
"tomcat630","October 2000"," I hate the ads for the Montero that show look alike yuppy guys at a car wash, then an attendant starts honkin a horn saying, ""your car is ready. It turns out not to be the ""cool"" Montero, but a 1991 Mercury wagon and there is a look of embarassment. ""Time to get a new Montero!""Now, what 31 y/o ""cool"" guy drives one of these in the first place? And, who cares what people you don't even know think of what you drive? "
"pjyoung","October 2000"," zoom zoom. Need I say more? "
